Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,CE8.PA,COMO.PA,FR0010527275,LSPU.L,NRJ.PA,CE8.PA,COMO.PA,FR0010527275,LSPU.L,NRJ.PA,CE8.PA,COMO.PA,FR0010527275,LSPU.L,NRJ.PA,CE8.PA,COMO.PA,FR0010527275,LSPU.L,NRJ.PA,CE8.PA,COMO.PA,FR0010527275,LSPU.L,NRJ.PA,CE8.PA,COMO.PA,FR0010527275,LSPU.L,NRJ.PA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-21,492.17559814453125,21.12700080871582,59.23899841308594,47.783287048339844,27.618999481201172,492.17559814453125,21.12700080871582,59.23899841308594,48.38249969482422,27.618999481201172,492.66790771484375,21.163999557495117,59.292999267578125,48.459999084472656,27.820999145507812,490.0,21.034000396728516,59.124000549316406,48.25659942626953,27.320999145507812,490.0,21.131999969482422,59.29199981689453,48.3025016784668,27.4689998626709,128.0,4761.0,3940.0,15563.0,13526.0
2023-12-22,492.17559814453125,21.14900016784668,59.569000244140625,47.92155456542969,27.791000366210938,492.17559814453125,21.14900016784668,59.569000244140625,48.522499084472656,27.791000366210938,492.17559814453125,21.33099937438965,59.569000244140625,48.532501220703125,27.791000366210938,492.17559814453125,21.14900016784668,59.00699996948242,48.33000183105469,27.46500015258789,492.17559814453125,21.200000762939453,59.00699996948242,48.45249938964844,27.56800079345703,0.0,1906.0,1724.0,16044.0,7739.0
2023-12-27,491.16558837890625,21.243000030517578,59.4739990234375,48.16845703125,28.00200080871582,491.16558837890625,21.243000030517578,59.4739990234375,48.772499084472656,28.00200080871582,491.6127014160156,21.468000411987305,59.65999984741211,49.04999923706055,28.125999450683594,491.6127014160156,21.202999114990234,59.29999923706055,48.772499084472656,27.92300033569336,491.6127014160156,21.236000061035156,59.65999984741211,49.04999923706055,27.993999481201172,9.0,14757.0,3596.0,4371.0,4700.0
2023-12-28,494.68060302734375,21.204999923706055,59.46099853515625,48.33388137817383,28.207000732421875,494.68060302734375,21.204999923706055,59.46099853515625,48.939998626708984,28.207000732421875,495.00689697265625,21.22599983215332,59.65999984741211,48.97249984741211,28.415000915527344,492.55828857421875,21.020999908447266,59.27899932861328,48.900001525878906,28.160999298095703,493.4457092285156,21.16699981689453,59.62099838256836,48.96500015258789,28.187999725341797,210.0,11830.0,3678.0,5866.0,14676.0
2023-12-29,492.8695068359375,21.142000198364258,59.520999908447266,48.32400894165039,28.069000244140625,492.8695068359375,21.142000198364258,59.520999908447266,48.93000030517578,28.069000244140625,496.2904052734375,21.211000442504883,59.768001556396484,49.0,28.36199951171875,492.4742126464844,21.0,59.409000396728516,48.94499969482422,28.069000244140625,495.3363037109375,21.108999252319336,59.66999816894531,49.0,28.27400016784668,43.0,8651.0,4065.0,2210.0,5326.0
2024-01-02,494.8418884277344,21.10300064086914,59.5880012512207,47.89686584472656,28.06800079345703,494.8418884277344,21.10300064086914,59.5880012512207,48.497501373291016,28.06800079345703,496.3999938964844,21.34000015258789,59.814998626708984,48.88999938964844,28.257999420166016,494.5223083496094,21.08099937438965,59.43199920654297,48.497501373291016,27.780000686645508,496.3999938964844,21.2450008392334,59.70000076293945,48.872501373291016,28.121000289916992,66.0,4044.0,4679.0,497.0,8040.0
2024-01-03,493.4309997558594,21.15999984741211,59.03900146484375,47.58329772949219,27.261999130249023,493.4309997558594,21.15999984741211,59.03900146484375,48.18000030517578,27.261999130249023,494.72369384765625,21.15999984741211,59.47999954223633,48.4900016784668,27.8700008392334,493.3721008300781,20.92300033569336,58.840999603271484,48.122501373291016,27.01099967956543,494.72369384765625,20.988000869750977,59.474998474121094,48.4900016784668,27.823999404907227,7.0,4714.0,2966.0,9469.0,13662.0
2024-01-04,492.6730041503906,20.898000717163086,58.69300079345703,47.704280853271484,27.1560001373291,492.6730041503906,20.898000717163086,58.69300079345703,48.3025016784668,27.1560001373291,493.1647033691406,21.16200065612793,58.7760009765625,48.3025016784668,27.358999252319336,493.1647033691406,20.898000717163086,58.53900146484375,48.102500915527344,27.0310001373291,493.1647033691406,21.15999984741211,58.70600128173828,48.20000076293945,27.358999252319336,0.0,1547.0,3310.0,18761.0,2996.0
2024-01-05,491.53131103515625,21.05699920654297,58.51300048828125,47.56354522705078,27.121999740600586,491.53131103515625,21.05699920654297,58.51300048828125,48.15999984741211,27.121999740600586,492.4359130859375,21.125,58.69300079345703,48.26250076293945,27.200000762939453,491.6607971191406,20.976999282836914,58.29999923706055,47.717498779296875,26.799999237060547,491.77911376953125,21.0,58.67399978637695,47.915000915527344,27.010000228881836,61.0,6059.0,3030.0,32057.0,2842.0
2024-01-08,492.315185546875,20.729999542236328,58.36600112915039,47.68205642700195,27.07200050354004,492.315185546875,20.729999542236328,58.36600112915039,48.279998779296875,27.07200050354004,492.4831848144531,21.04400062561035,58.47700119018555,48.307498931884766,27.07200050354004,489.989990234375,20.684999465942383,58.262001037597656,47.92250061035156,26.867000579833984,491.24560546875,21.03499984741211,58.393001556396484,47.997501373291016,27.013999938964844,28.0,7239.0,8211.0,21030.0,3141.0
2024-01-09,496.8504943847656,20.930999755859375,58.74300003051758,47.967227935791016,26.988000869750977,496.8504943847656,20.930999755859375,58.74300003051758,48.568748474121094,26.988000869750977,496.6293029785156,21.041000366210938,58.74300003051758,48.540000915527344,27.006000518798828,494.2712097167969,20.847000122070312,58.45000076293945,48.377498626708984,26.799999237060547,495.52520751953125,20.863000869750977,58.61199951171875,48.45000076293945,26.986000061035156,206.0,18065.0,2791.0,16714.0,9318.0
2024-01-10,497.36041259765625,20.80699920654297,58.731998443603516,48.12031173706055,26.74799919128418,497.36041259765625,20.80699920654297,58.731998443603516,48.723751068115234,26.74799919128418,498.4573059082031,20.944000244140625,58.82400131225586,48.7599983215332,26.950000762939453,497.3645935058594,20.75,58.57099914550781,48.602500915527344,26.690000534057617,497.73150634765625,20.944000244140625,58.667999267578125,48.627498626708984,26.900999069213867,103.0,20019.0,6908.0,4042.0,34765.0
2024-01-11,497.1460876464844,20.93000030517578,58.31100082397461,47.928958892822266,26.466999053955078,497.1460876464844,20.93000030517578,58.31100082397461,48.529998779296875,26.466999053955078,500.31878662109375,20.940000534057617,59.09299850463867,49.0625,27.03700065612793,496.0,20.746000289916992,58.31100082397461,48.529998779296875,26.42300033569336,498.9678955078125,20.746000289916992,59.09299850463867,49.0625,26.988000869750977,233.0,12104.0,2255.0,10626.0,4405.0
2024-01-12,500.4992980957031,20.92300033569336,58.994998931884766,48.3091926574707,26.562999725341797,500.4992980957031,20.92300033569336,58.994998931884766,48.915000915527344,26.562999725341797,500.4992980957031,21.100000381469727,59.1150016784668,49.04999923706055,26.73900032043457,498.2120056152344,20.92300033569336,58.66299819946289,48.78770065307617,26.51300048828125,498.2120056152344,20.989999771118164,58.7130012512207,49.04999923706055,26.54400062561035,300.0,10075.0,2741.0,10726.0,11124.0
2024-01-15,500.4049072265625,20.843000411987305,59.06700134277344,48.280799865722656,26.34600067138672,500.4049072265625,20.843000411987305,59.06700134277344,48.88624954223633,26.34600067138672,500.4049072265625,20.892000198364258,59.159000396728516,48.967498779296875,26.3700008392334,498.9823913574219,20.743000030517578,58.95000076293945,48.875,26.284000396728516,498.9823913574219,20.891000747680664,59.09000015258789,48.89500045776367,26.357999801635742,60.0,16683.0,3114.0,2546.0,4858.0
2024-01-16,503.1687927246094,20.950000762939453,59.16699981689453,48.24006271362305,26.023000717163086,503.1687927246094,20.950000762939453,59.16699981689453,48.845001220703125,26.023000717163086,504.3887939453125,20.950000762939453,59.25600051879883,48.88750076293945,26.233999252319336,495.0,20.84600067138672,58.849998474121094,48.63249969482422,26.014999389648438,495.0,20.84600067138672,58.92399978637695,48.63249969482422,26.131999969482422,237.0,945.0,3144.0,2873.0,5216.0
2024-01-17,499.97589111328125,20.72800064086914,58.624000549316406,47.89933395385742,25.32200050354004,499.97589111328125,20.72800064086914,58.624000549316406,48.5,25.32200050354004,499.97589111328125,20.72800064086914,58.729000091552734,48.57500076293945,25.5,496.4549865722656,20.62299919128418,58.26599884033203,48.377498626708984,25.20199966430664,496.4549865722656,20.708999633789062,58.729000091552734,48.54249954223633,25.472000122070312,303.0,21185.0,2254.0,17128.0,33813.0
2024-01-18,499.2428894042969,20.788000106811523,58.428001403808594,48.12648391723633,25.32699966430664,499.2428894042969,20.788000106811523,58.428001403808594,48.72999954223633,25.32699966430664,500.2489013671875,20.788000106811523,58.49100112915039,48.72999954223633,25.399999618530273,497.4338073730469,20.639999389648438,58.0,48.5,25.166000366210938,497.4338073730469,20.743000030517578,58.1349983215332,48.51250076293945,25.229000091552734,210.0,7220.0,3207.0,11137.0,5598.0
2024-01-19,504.0049133300781,20.643999099731445,58.32899856567383,48.48696517944336,24.958999633789062,504.0049133300781,20.643999099731445,58.32899856567383,49.095001220703125,24.958999633789062,504.0049133300781,20.923999786376953,58.72200012207031,49.17250061035156,25.374000549316406,501.4587097167969,20.643999099731445,58.270999908447266,48.95500183105469,24.958999633789062,501.4587097167969,20.823999404907227,58.619998931884766,49.064998626708984,25.299999237060547,489.0,14027.0,869.0,8834.0,7497.0
2024-01-22,510.57879638671875,20.565000534057617,59.277000427246094,49.05854797363281,25.256999969482422,510.57879638671875,20.565000534057617,59.277000427246094,49.67375183105469,25.256999969482422,510.57879638671875,20.621999740600586,59.33300018310547,49.77750015258789,25.469999313354492,508.3500061035156,20.45800018310547,58.736000061035156,49.6150016784668,24.988000869750977,508.3500061035156,20.5,58.736000061035156,49.657501220703125,25.0310001373291,92.0,7040.0,6670.0,9227.0,2636.0
2024-01-23,511.94378662109375,20.900999069213867,59.29999923706055,48.93632888793945,25.43899917602539,511.94378662109375,20.900999069213867,59.29999923706055,49.54999923706055,25.43899917602539,511.94378662109375,20.920000076293945,59.66299819946289,49.6974983215332,25.795000076293945,509.90618896484375,20.714000701904297,59.25600051879883,49.54999923706055,25.39299964904785,509.90618896484375,20.714000701904297,59.33399963378906,49.665000915527344,25.423999786376953,392.0,6530.0,1710.0,15145.0,7211.0
2024-01-24,512.88232421875,21.06100082397461,58.939998626708984,49.442481994628906,25.599000930786133,512.88232421875,21.06100082397461,58.939998626708984,50.0625,25.599000930786133,513.7097778320312,21.084999084472656,59.569000244140625,50.12797164916992,25.863000869750977,511.060791015625,20.97100067138672,58.895999908447266,49.904998779296875,25.59000015258789,512.964111328125,21.051000595092773,59.518001556396484,49.970001220703125,25.69300079345703,611.0,19819.0,13524.0,53554.0,5311.0
2024-01-25,514.8886108398438,21.243000030517578,59.145999908447266,49.444950103759766,25.417999267578125,514.8886108398438,21.243000030517578,59.145999908447266,50.064998626708984,25.417999267578125,515.3129272460938,21.277999877929688,59.24399948120117,50.064998626708984,25.538999557495117,510.99249267578125,21.118000030517578,58.49300003051758,49.834999084472656,25.26300048828125,510.99249267578125,21.17300033569336,58.63199996948242,49.85499954223633,25.375999450683594,209.0,3387.0,1536.0,6695.0,2955.0
2024-01-26,514.4052734375,21.2189998626709,59.32699966430664,49.533836364746094,25.549999237060547,514.4052734375,21.2189998626709,59.32699966430664,50.154998779296875,25.549999237060547,515.0902709960938,21.3700008392334,59.56700134277344,50.1649284362793,25.649999618530273,512.5836791992188,21.2189998626709,59.262001037597656,49.90999984741211,25.423999786376953,512.5836791992188,21.3700008392334,59.56700134277344,49.92499923706055,25.429000854492188,70.0,2465.0,757.0,3944.0,3378.0
2024-01-29,516.5704956054688,21.42099952697754,59.4640007019043,49.42519760131836,25.56399917602539,516.5704956054688,21.42099952697754,59.4640007019043,50.04499816894531,25.56399917602539,517.2182006835938,21.492000579833984,59.52799987792969,50.09000015258789,25.56399917602539,515.3920288085938,21.35099983215332,59.23099899291992,50.01250076293945,25.388999938964844,515.3920288085938,21.461999893188477,59.35100173950195,50.04750061035156,25.540000915527344,412.0,14934.0,3787.0,13597.0,5638.0
2024-01-30,516.8756713867188,21.384000778198242,59.71099853515625,49.768394470214844,25.42300033569336,516.8756713867188,21.384000778198242,59.71099853515625,50.39250183105469,25.42300033569336,519.2703857421875,21.43000030517578,59.79999923706055,50.415000915527344,25.72100067138672,516.8756713867188,21.298999786376953,59.65999984741211,50.372501373291016,25.3799991607666,519.23291015625,21.371000289916992,59.70500183105469,50.372501373291016,25.72100067138672,1183.0,1302.0,7863.0,2572.0,3728.0
2024-01-31,514.4343872070312,21.368000030517578,59.834999084472656,49.348655700683594,25.639999389648438,514.4343872070312,21.368000030517578,59.834999084472656,49.967498779296875,25.639999389648438,517.6060791015625,21.45800018310547,60.27399826049805,50.220001220703125,25.739999771118164,512.5850219726562,21.334999084472656,59.76100158691406,49.942501068115234,25.45599937438965,517.6060791015625,21.413999557495117,60.14400100708008,50.127498626708984,25.45599937438965,181.0,19124.0,3205.0,23647.0,4042.0
2024-02-01,511.7330017089844,21.250999450683594,59.632999420166016,49.17335891723633,25.450000762939453,511.7330017089844,21.250999450683594,59.632999420166016,49.790000915527344,25.450000762939453,515.9229125976562,21.354999542236328,59.89500045776367,49.79499816894531,25.677000045776367,512.6307983398438,21.17300033569336,59.624000549316406,49.689998626708984,25.333999633789062,515.9229125976562,21.315000534057617,59.65599822998047,49.747501373291016,25.638999938964844,235.0,1786.0,1169.0,6813.0,3061.0
2024-02-02,521.6016845703125,20.89699935913086,60.145999908447266,49.96097946166992,25.32200050354004,521.6016845703125,20.89699935913086,60.145999908447266,50.587501525878906,25.32200050354004,521.3721923828125,21.05299949645996,60.349998474121094,50.540000915527344,25.7810001373291,516.8430786132812,20.802000045776367,59.92100143432617,50.20286178588867,25.165000915527344,517.35107421875,20.93899917602539,60.349998474121094,50.43000030517578,25.594999313354492,222.0,4652.0,3017.0,14457.0,11858.0
2024-02-05,522.3861083984375,20.871000289916992,59.840999603271484,49.80049133300781,24.933000564575195,522.3861083984375,20.871000289916992,59.840999603271484,50.42499923706055,24.933000564575195,524.2597045898438,20.89900016784668,60.262001037597656,50.67020034790039,25.288000106811523,522.3270874023438,20.823999404907227,59.619998931884766,50.60499954223633,24.77400016784668,522.7042846679688,20.863000869750977,60.0890007019043,50.63999938964844,25.249000549316406,206.0,16266.0,7276.0,4486.0,6687.0
2024-02-06,523.6685791015625,20.988000869750977,60.38800048828125,49.991844177246094,25.138999938964844,523.6685791015625,20.988000869750977,60.38800048828125,50.618751525878906,25.138999938964844,525.4246826171875,21.0,60.38800048828125,50.63249969482422,25.138999938964844,524.394287109375,20.93600082397461,59.67100143432617,50.529998779296875,24.833999633789062,525.4246826171875,20.93600082397461,59.946998596191406,50.63249969482422,25.041000366210938,23.0,2252.0,2936.0,1638.0,4578.0
2024-02-07,526.9984130859375,20.83099937438965,60.9370002746582,50.38812255859375,25.545000076293945,526.9984130859375,20.83099937438965,60.9370002746582,51.02000045776367,25.545000076293945,527.8267211914062,20.91699981689453,60.94200134277344,51.074459075927734,25.601999282836914,524.552978515625,20.83099937438965,60.262001037597656,50.68510055541992,25.336000442504883,524.552978515625,20.91699981689453,60.520999908447266,50.6875,25.44099998474121,30.0,8587.0,6161.0,27042.0,16113.0
2024-02-08,526.8226928710938,20.81999969482422,60.73699951171875,50.410343170166016,25.490999221801758,526.8226928710938,20.81999969482422,60.73699951171875,51.04249954223633,25.490999221801758,528.412109375,20.906999588012695,61.0620002746582,51.102500915527344,25.634000778198242,527.2196044921875,20.76799964904785,60.612998962402344,51.08250045776367,25.392000198364258,527.7098999023438,20.858999252319336,60.8849983215332,51.08250045776367,25.628000259399414,103.0,184735.0,8922.0,2883.0,4267.0
2024-02-09,528.5134887695312,20.767000198364258,60.882999420166016,50.65230941772461,25.45400047302246,528.5134887695312,20.767000198364258,60.882999420166016,51.287498474121094,25.45400047302246,529.1693725585938,20.816999435424805,61.04899978637695,51.31999969482422,25.492000579833984,528.5999755859375,20.767000198364258,60.82500076293945,51.1775016784668,25.360000610351562,528.7930908203125,20.805999755859375,60.82500076293945,51.1974983215332,25.416000366210938,78.0,3978.0,6362.0,14882.0,3131.0
2024-02-12,532.5,20.83799934387207,61.652000427246094,51.01279067993164,26.15999984741211,532.5,20.83799934387207,61.652000427246094,51.65250015258789,26.15999984741211,532.7468872070312,20.860000610351562,61.652000427246094,51.65250015258789,26.198999404907227,530.2376098632812,20.74799919128418,61.124000549316406,51.41999816894531,25.618000030517578,530.2376098632812,20.74799919128418,61.124000549316406,51.41999816894531,25.618000030517578,201.0,8555.0,6062.0,7749.0,6176.0
2024-02-13,527.926513671875,20.871999740600586,61.41899871826172,50.22516632080078,25.645000457763672,527.926513671875,20.871999740600586,61.41899871826172,50.85499954223633,25.645000457763672,532.0,21.011999130249023,61.887001037597656,51.40999984741211,26.253000259399414,526.8580932617188,20.72800064086914,61.0,50.70500183105469,25.5,532.0,20.92099952697754,61.79399871826172,51.40999984741211,26.14900016784668,236.0,11014.0,4271.0,6804.0,9768.0
2024-02-14,528.0316772460938,20.777999877929688,61.38999938964844,50.29676818847656,25.832000732421875,528.0316772460938,20.777999877929688,61.38999938964844,50.9275016784668,25.832000732421875,529.7866821289062,20.875,61.65599822998047,50.900001525878906,25.83799934387207,529.0,20.74799919128418,61.31100082397461,50.877498626708984,25.648000717163086,529.0,20.74799919128418,61.31100082397461,50.877498626708984,25.70800018310547,4.0,2820.0,5210.0,1415.0,5443.0
2024-02-15,530.4255981445312,20.827999114990234,62.15599822998047,50.62391662597656,26.152999877929688,530.4255981445312,20.827999114990234,62.15599822998047,51.258750915527344,26.152999877929688,532.4268188476562,20.827999114990234,62.237998962402344,51.349998474121094,26.277999877929688,530.3538818359375,20.724000930786133,62.05799865722656,51.192501068115234,25.989999771118164,531.4398193359375,20.724000930786133,62.17599868774414,51.275001525878906,26.031999588012695,168.0,1518.0,5051.0,11753.0,2219.0
2024-02-16,532.4957885742188,20.934999465942383,62.645999908447266,50.859710693359375,26.30500030517578,532.4957885742188,20.934999465942383,62.645999908447266,51.497501373291016,26.30500030517578,534.2000122070312,20.959999084472656,62.68000030517578,51.497501373291016,26.351999282836914,530.771484375,20.774999618530273,62.130001068115234,51.23749923706055,26.084999084472656,534.1430053710938,20.864999771118164,62.542999267578125,51.40999984741211,26.260000228881836,10.0,2721.0,2843.0,1951.0,2245.0
2024-02-19,533.101318359375,20.93400001525879,62.323001861572266,50.66094970703125,26.040000915527344,533.101318359375,20.93400001525879,62.323001861572266,51.29624938964844,26.040000915527344,533.101318359375,20.93400001525879,62.45100021362305,51.3025016784668,26.131999969482422,530.5999755859375,20.832000732421875,62.249000549316406,51.290000915527344,25.97599983215332,530.9885864257812,20.836000442504883,62.27399826049805,51.29249954223633,26.106000900268555,23.0,1363.0,5182.0,1082.0,18413.0
2024-02-20,525.2208862304688,20.736000061035156,62.23899841308594,50.31405258178711,25.729999542236328,525.2208862304688,20.736000061035156,62.23899841308594,50.94499969482422,25.729999542236328,529.5147094726562,20.913999557495117,62.32400131225586,51.1349983215332,26.04800033569336,528.1845092773438,20.736000061035156,61.95100021362305,50.9275016784668,25.726999282836914,529.5147094726562,20.913999557495117,62.183998107910156,51.09749984741211,26.04800033569336,36.0,3125.0,3619.0,14242.0,3136.0
2024-02-21,524.2855224609375,21.010000228881836,62.20600128173828,50.24738693237305,25.652999877929688,524.2855224609375,21.010000228881836,62.20600128173828,50.877498626708984,25.652999877929688,525.1732177734375,21.07699966430664,62.391998291015625,50.95500183105469,25.670000076293945,523.9000244140625,20.979000091552734,62.16699981689453,50.81999969482422,25.535999298095703,525.1732177734375,20.989999771118164,62.391998291015625,50.95500183105469,25.61400032043457,169.0,32490.0,4952.0,5515.0,7079.0
2024-02-22,533.7601928710938,21.08799934387207,62.632999420166016,51.22389221191406,25.58099937438965,533.7601928710938,21.08799934387207,62.632999420166016,51.866249084472656,25.58099937438965,534.0848999023438,21.08799934387207,62.981998443603516,51.85499954223633,25.756000518798828,530.0305786132812,20.88599967956543,62.23899841308594,51.61000061035156,25.493000030517578,530.0305786132812,21.07900047302246,62.23899841308594,51.61000061035156,25.660999298095703,125.0,2974.0,2482.0,4954.0,4624.0
2024-02-23,536.0814819335938,20.97800064086914,62.90399932861328,51.506595611572266,25.222000122070312,536.0814819335938,20.97800064086914,62.90399932861328,52.15250015258789,25.222000122070312,537.151123046875,21.076000213623047,63.00600051879883,52.3224983215332,25.363000869750977,534.60009765625,20.891000747680664,62.54399871826172,52.06159973144531,25.19099998474121,535.7164916992188,21.03499984741211,62.770999908447266,52.1150016784668,25.35099983215332,43.0,3541.0,4072.0,6398.0,12762.0
2024-02-26,534.162109375,20.871000289916992,62.67100143432617,51.4288215637207,25.239999771118164,534.162109375,20.871000289916992,62.67100143432617,52.07374954223633,25.239999771118164,536.3182983398438,20.88599967956543,62.86000061035156,52.09749984741211,25.325000762939453,535.1201171875,20.763999938964844,62.560001373291016,52.06999969482422,25.136999130249023,536.3182983398438,20.836000442504883,62.8380012512207,52.06999969482422,25.2450008392334,33.0,2369.0,5687.0,1609.0,4587.0
2024-02-27,533.0565185546875,21.018999099731445,62.75,51.257225036621094,25.424999237060547,533.0565185546875,21.018999099731445,62.75,51.900001525878906,25.424999237060547,534.0,21.062999725341797,63.0,51.970001220703125,25.424999237060547,532.8690795898438,20.836000442504883,62.66999816894531,51.95249938964844,25.13800048828125,532.8690795898438,20.888999938964844,62.7239990234375,51.970001220703125,25.159000396728516,36.0,1903.0,49593.0,403.0,6621.0
2024-02-28,533.6724243164062,21.009000778198242,63.05500030517578,51.34857940673828,25.420000076293945,533.6724243164062,21.009000778198242,63.05500030517578,51.99250030517578,25.420000076293945,533.9884033203125,21.04199981689453,63.084999084472656,51.997501373291016,25.57699966430664,532.548828125,20.891000747680664,62.81800079345703,51.79010009765625,25.420000076293945,533.9884033203125,20.891000747680664,63.04899978637695,51.99250030517578,25.57699966430664,119.0,2289.0,5420.0,1860.0,9330.0
2024-02-29,535.8817138671875,21.183000564575195,63.0629997253418,51.4090690612793,25.825000762939453,535.8817138671875,21.183000564575195,63.0629997253418,52.053749084472656,25.825000762939453,535.8779296875,21.183000564575195,63.28200149536133,52.20249938964844,26.062999725341797,532.7752075195312,20.989999771118164,62.83399963378906,51.78499984741211,25.43600082397461,532.7752075195312,21.018999099731445,63.15800094604492,51.78499984741211,25.43600082397461,11.0,4653.0,7795.0,9310.0,6002.0
2024-03-01,539.5134887695312,21.364999771118164,63.441001892089844,51.77201843261719,26.187000274658203,539.5134887695312,21.364999771118164,63.441001892089844,52.42124938964844,26.187000274658203,540.35498046875,21.364999771118164,63.547000885009766,52.439998626708984,26.200000762939453,538.572021484375,21.070999145507812,63.11399841308594,52.07749938964844,25.81999969482422,540.35498046875,21.070999145507812,63.49599838256836,52.1775016784668,26.06399917602539,41.0,5973.0,3124.0,6862.0,2725.0
2024-03-04,538.9326782226562,21.517000198364258,63.66999816894531,51.933738708496094,25.878999710083008,538.9326782226562,21.517000198364258,63.66999816894531,52.584999084472656,25.878999710083008,541.5791015625,21.517000198364258,63.680999755859375,52.63750076293945,26.149999618530273,538.7000732421875,21.347000122070312,63.31999969482422,52.540000915527344,25.799999237060547,541.5791015625,21.347000122070312,63.404998779296875,52.63750076293945,26.108999252319336,270.0,4879.0,5087.0,14405.0,5227.0
